Team,Year,Player,FirstName,LastName,Position,GP,GS,Min,G,A,Shts,SOG
Los Angeles,2004,Ryan Suarez,Ryan,Suarez,D,26,25,2154,0,0,4,3
Los Angeles,2004,Kevin Hartman,Kevin,Hartman,GK,30,30,2655,0,0,0,0
Los Angeles,2005,Landon Donovan,Landon,Donovan,M-F,22,20,1886,12,10,49,32
Los Angeles,2005,Herculez Gomez,Herculez,Gomez,M-F,22,16,1506,11,2,54,25
Los Angeles,2005,Peter Vagenas,Peter,Vagenas,M,29,28,2477,5,4,29,12
Los Angeles,2005,Jovan Kirovski,Jovan,Kirovski,M-F,24,21,1704,4,4,48,20
Los Angeles,2005,Cobi Jones,Cobi,Jones,M,31,27,2393,3,6,28,15
Los Angeles,2005,Ednaldo da Conceicao,Ednaldo,da Conceicao,F,19,9,949,1,3,14,7
Los Angeles,2005,Chris Albright,Chris,Albright,D,22,21,1772,1,2,29,12
Los Angeles,2005,Tyrone Marshall,Tyrone,Marshall,D,25,25,2085,1,2,15,4
Los Angeles,2005,Guillermo Ramirez,Guillermo,Ramirez,M,24,18,1590,1,1,62,30
Los Angeles,2005,Michael Enfield,Michael,Enfield,M-F,6,2,247,1,0,4,2
Los Angeles,2005,Marcelo Saragosa,Marcelo,Saragosa,M,4,2,255,1,0,1,1
Los Angeles,2005,Pablo Chinchilla,Pablo,Chinchilla,D,19,17,1399,1,0,7,2
Los Angeles,2005,Ned Grabavoy,Ned,Grabavoy,M,12,9,655,0,3,8,0
Los Angeles,2005,Paulo Nagamura,Paulo,Nagamura,M,25,24,2028,0,2,21,8
Los Angeles,2005,Todd Dunivant,Todd,Dunivant,D,32,32,2880,0,2,14,3
Los Angeles,2005,Ugo Ihemelu,Ugo,Ihemelu,D,25,23,2030,0,1,1,0
Los Angeles,2005,David Johnson,David,Johnson,M,0,0,0,0,0,0,0
Los Angeles,2005,Guillermo Gonzalez,Guillermo,Gonzalez,M,0,0,0,0,0,0,0
Los Angeles,2005,Josh Saunders,Josh,Saunders,GK,0,0,0,0,0,0,0
Los Angeles,2005,Michael Nsien,Michael,Nsien,D,0,0,0,0,0,0,0
Los Angeles,2005,Quavas Kirk,Quavas,Kirk,F,0,0,0,0,0,0,0
Los Angeles,2005,Josh Gardner,Josh,Gardner,M,1,0,13,0,0,0,0
Los Angeles,2005,Benjamin Benditson,Benjamin,Benditson,D,1,0,21,0,0,0,0
Los Angeles,2005,Paul Broome,Paul,Broome,M,3,1,84,0,0,0,0
Los Angeles,2005,Steve Cronin,Steve,Cronin,GK,1,1,90,0,0,0,0
Los Angeles,2006,Landon Donovan,Landon,Donovan,M-F,24,24,2147,12,8,44,28
Los Angeles,2006,Herculez Gomez,Herculez,Gomez,M-F,30,19,1798,5,3,55,26
Los Angeles,2006,Cobi Jones,Cobi,Jones,M,27,18,1704,4,4,14,6
Los Angeles,2006,Alan Gordon,Alan,Gordon,F,17,11,1019,4,2,38,20
Los Angeles,2006,Santino Quaranta,Santino,Quaranta,M-F,12,10,770,3,0,14,4
Los Angeles,2006,Chris Albright,Chris,Albright,D,23,23,2036,2,5,18,5
Los Angeles,2006,Peter Vagenas,Peter,Vagenas,M,25,24,2046,2,5,15,5
Los Angeles,2006,Cornell Glen,Cornell,Glen,F,4,3,235,2,0,7,5
Los Angeles,2006,Josh Gardner,Josh,Gardner,M,18,12,1055,1,3,13,5
Los Angeles,2006,John Wolyniec,John,Wolyniec,F,10,8,650,1,0,17,9
Los Angeles,2006,Paulo Nagamura,Paulo,Nagamura,M,29,26,2371,0,4,30,9
Los Angeles,2006,Quavas Kirk,Quavas,Kirk,F,22,10,990,0,2,10,2
Los Angeles,2006,Kyle Martino,Kyle,Martino,M,9,6,555,0,1,7,4
Los Angeles,2006,Troy Roberts,Troy,Roberts,D,14,10,890,0,1,3,1
Los Angeles,2006,Todd Dunivant,Todd,Dunivant,D,13,13,1133,0,1,6,5
Los Angeles,2006,Brian Dunseth,Brian,Dunseth,D,0,0,0,0,0,0,0
Los Angeles,2006,Chris Dunsheath,Chris,Dunsheath,GK,0,0,0,0,0,0,0
Los Angeles,2006,Daniel Paladini,Daniel,Paladini,M,0,0,0,0,0,0,0
Los Angeles,2006,Guillermo Gonzalez,Guillermo,Gonzalez,M,0,0,0,0,0,0,0
Los Angeles,2006,Josh Hansen,Josh,Hansen,F,0,0,0,0,0,0,0
Los Angeles,2006,Josh Saunders,Josh,Saunders,GK,0,0,0,0,0,0,0
Los Angeles,2006,Mike Randolph,Mike,Randolph,D,0,0,0,0,0,0,0
Los Angeles,2006,Ednaldo da Conceicao,Ednaldo,da Conceicao,F,1,0,19,0,0,1,0
Los Angeles,2006,Gavin Glinton,Gavin,Glinton,F,1,0,25,0,0,1,1
Los Angeles,2006,Stefani Miglioranzi,Stefani,Miglioranzi,M,3,0,25,0,0,0,0
Los Angeles,2007,Landon Donovan,Landon,Donovan,M-F,25,24,2191,8,13,44,20
Los Angeles,2007,Edson Buddle,Edson,Buddle,F,16,10,770,5,0,38,17
Los Angeles,2007,Cobi Jones,Cobi,Jones,M,25,19,1679,4,5,19,12
Los Angeles,2007,Gavin Glinton,Gavin,Glinton,F,19,3,711,4,0,19,12
Los Angeles,2007,Kyle Martino,Kyle,Martino,M,26,25,1928,3,1,29,10
Los Angeles,2007,Alan Gordon,Alan,Gordon,F,14,11,828,3,0,19,8
Los Angeles,2007,Carlos Pavon,Carlos,Pavon,F,18,10,978,3,0,29,10
Los Angeles,2007,Robbie Findley,Robbie,Findley,F,9,3,379,2,0,11,5
Los Angeles,2007,Troy Roberts,Troy,Roberts,D,16,12,1140,2,0,4,2
Los Angeles,2007,Chris Klein,Chris,Klein,M,21,21,1890,1,3,18,6
Los Angeles,2007,Tyrone Marshall,Tyrone,Marshall,D,8,8,719,1,0,1,1
Los Angeles,2007,Nate Jaqua,Nate,Jaqua,F,10,9,770,1,0,23,8
Los Angeles,2007,Kevin Harmse,Kevin,Harmse,M,17,13,1171,1,0,6,3
Los Angeles,2007,Peter Vagenas,Peter,Vagenas,M,24,20,1786,0,5,13,3
Los Angeles,2007,David Beckham,David,Beckham,M,5,2,252,0,2,8,0
Los Angeles,2007,Kyle Veris,Kyle,Veris,D,8,6,542,0,1,6,2
Los Angeles,2007,Josh Tudela,Josh,Tudela,M,9,9,779,0,1,3,2
Los Angeles,2007,Abel Xavier,Abel,Xavier,D,10,10,900,0,1,4,0
Los Angeles,2007,Mike Randolph,Mike,Randolph,D,19,15,1451,0,1,1,0
Los Angeles,2007,Lance Friesz,Lance,Friesz,GK,0,0,0,0,0,0,0
Los Angeles,2007,Shavar Thomas,Shavar,Thomas,D,0,0,0,0,0,0,0
Los Angeles,2007,Israel Sesay,Israel,Sesay,F,1,0,1,0,0,0,0
Los Angeles,2007,Mike Caso,Mike,Caso,F,1,1,45,0,0,0,0
Los Angeles,2007,Steve Cronin,Steve,Cronin,GK,1,1,90,0,0,0,0
Los Angeles,2007,Ian Russell,Ian,Russell,D,3,3,193,0,0,0,0
Los Angeles,2008,Landon Donovan,Landon,Donovan,M-F,25,23,2136,20,9,65,40
Los Angeles,2008,Edson Buddle,Edson,Buddle,F,27,26,2218,15,3,74,38
Los Angeles,2008,David Beckham,David,Beckham,M,25,25,2248,5,10,35,12
Los Angeles,2008,Alan Gordon,Alan,Gordon,F,26,14,1314,5,7,46,15
Los Angeles,2008,Chris Klein,Chris,Klein,M,30,30,2685,1,7,19,6
Los Angeles,2008,Peter Vagenas,Peter,Vagenas,M,14,11,933,1,3,7,1
Los Angeles,2008,Eddie Lewis,Eddie,Lewis,M,8,8,711,1,2,11,8
Los Angeles,2008,Bryan Jordan,Bryan,Jordan,M,8,4,366,1,1,5,4
Los Angeles,2008,Ely Allen,Ely,Allen,F-M,12,11,848,1,1,15,8
Los Angeles,2008,Brandon McDonald,Brandon,McDonald,M,16,10,1036,1,1,12,5
Los Angeles,2008,Alvaro Pires,Alvaro,Pires,M,19,16,1253,1,1,9,3
Los Angeles,2008,Carlos Ruiz,Carlos,Ruiz,F,10,3,386,1,0,9,6
Los Angeles,2008,Ante Jazic,Ante,Jazic,D,15,14,1172,0,3,3,2
Los Angeles,2008,Mike Randolph,Mike,Randolph,D,20,15,1468,0,3,13,6
Los Angeles,2008,Josh Tudela,Josh,Tudela,M,6,3,346,0,1,1,0
Los Angeles,2008,Abel Xavier,Abel,Xavier,D,10,9,854,0,1,1,1
Los Angeles,2008,Greg Vanney,Greg,Vanney,D,25,24,2050,0,1,7,3
Los Angeles,2008,Sean Franklin,Sean,Franklin,D,27,26,2385,0,1,12,2
Los Angeles,2008,Charles Alamo,Charles,Alamo,GK,0,0,0,0,0,0,0
Los Angeles,2008,Jeremy Barlow,Jeremy,Barlow,M,0,0,0,0,0,0,0
Los Angeles,2008,Scott Bolkan,Scott,Bolkan,D,0,0,0,0,0,0,0
Los Angeles,2008,Vardan Adzemian,Vardan,Adzemian,D,0,0,0,0,0,0,0
Los Angeles,2008,Vito Higgins,Vito,Higgins,GK,0,0,0,0,0,0,0
Los Angeles,2008,Israel Sesay,Israel,Sesay,F,2,0,5,0,0,0,0
Los Angeles,2008,Mike Munoz,Mike,Munoz,M,1,0,9,0,0,0,0
Los Angeles,2009,Landon Donovan,Landon,Donovan,M-F,25,23,2152,12,6,56,29
Los Angeles,2009,Edson Buddle,Edson,Buddle,F,19,13,1255,5,0,32,16
Los Angeles,2009,Alan Gordon,Alan,Gordon,F,22,13,1175,3,3,41,15
Los Angeles,2009,Mike Magee,Mike,Magee,F-M,23,19,1507,2,6,24,8
Los Angeles,2009,Eddie Lewis,Eddie,Lewis,M,27,23,1903,2,4,27,14
Los Angeles,2009,David Beckham,David,Beckham,M,11,11,889,2,3,19,9
Los Angeles,2009,Jovan Kirovski,Jovan,Kirovski,M-F,22,13,1202,2,1,19,8
Los Angeles,2009,Alecko Eskandarian,Alecko,Eskandarian,F,3,3,213,2,0,9,5
Los Angeles,2009,Todd Dunivant,Todd,Dunivant,D,25,24,2131,1,2,8,5
Los Angeles,2009,A.J. DeLaGarza,A.J.,DeLaGarza,D,22,21,1754,1,1,3,2
Los Angeles,2009,Omar Gonzalez,Omar,Gonzalez,D,30,30,2672,1,1,13,4
Los Angeles,2009,Bryan Jordan,Bryan,Jordan,M,19,2,470,1,0,7,3
Los Angeles,2009,Chris Klein,Chris,Klein,M,28,10,1158,0,3,16,10
Los Angeles,2009,Dema Kovalenko,Dema,Kovalenko,M,15,15,1237,0,2,11,2
Los Angeles,2009,Kyle Patterson,Kyle,Patterson,M,3,2,127,0,1,1,0
Los Angeles,2009,Chris Birchall,Chris,Birchall,M,9,6,531,0,1,8,3
Los Angeles,2009,Sean Franklin,Sean,Franklin,D,13,13,1125,0,1,5,2
Los Angeles,2009,Julian Valentin,Julian,Valentin,D,0,0,0,0,0,0,0
Los Angeles,2009,Yohance Marshall,Yohance,Marshall,D,0,0,0,0,0,0,0
Los Angeles,2009,Tristan Bowen,Tristan,Bowen,F,1,0,1,0,0,0,0
Los Angeles,2009,Leonard Griffin,Leonard,Griffin,D,1,0,16,0,0,0,0
Los Angeles,2009,Josh Saunders,Josh,Saunders,GK,6,4,426,0,0,0,0
Los Angeles,2009,Tony Sanneh,Tony,Sanneh,D,13,5,627,0,0,1,0
Los Angeles,2009,Josh Tudela,Josh,Tudela,M,8,8,637,0,0,2,0
Los Angeles,2009,Stefani Miglioranzi,Stefani,Miglioranzi,M,23,20,1719,0,0,6,2
Los Angeles,2010,Edson Buddle,Edson,Buddle,F,25,25,2109,17,2,96,43
Los Angeles,2010,Landon Donovan,Landon,Donovan,M-F,24,24,2141,7,16,44,20
Los Angeles,2010,Jovan Kirovski,Jovan,Kirovski,M-F,21,11,932,4,2,20,6
Los Angeles,2010,Tristan Bowen,Tristan,Bowen,F,17,10,878,2,2,22,11
Los Angeles,2010,Juninho,Juninho,,M,25,25,2006,2,2,30,9
Los Angeles,2010,David Beckham,David,Beckham,M,7,5,466,2,1,9,6
Los Angeles,2010,Omar Gonzalez,Omar,Gonzalez,D,28,28,2520,2,0,13,4
Los Angeles,2010,Michael Stephens,Michael,Stephens,M,25,21,1884,1,8,19,9
Los Angeles,2010,Mike Magee,Mike,Magee,F-M,16,9,789,1,1,19,8
Los Angeles,2010,Alex Cazumba,Alex,Cazumba,M,18,8,830,1,1,10,3
Los Angeles,2010,Todd Dunivant,Todd,Dunivant,D,27,27,2409,1,1,7,4
Los Angeles,2010,Alan Gordon,Alan,Gordon,F,12,4,467,1,0,8,4
Los Angeles,2010,Dema Kovalenko,Dema,Kovalenko,M,9,8,712,1,0,8,6
Los Angeles,2010,A.J. DeLaGarza,A.J.,DeLaGarza,D,17,14,1307,1,0,1,1
Los Angeles,2010,Sean Franklin,Sean,Franklin,D,25,24,2126,0,6,9,2
Los Angeles,2010,Chris Klein,Chris,Klein,M,11,3,303,0,2,1,0
Los Angeles,2010,Chris Birchall,Chris,Birchall,M,25,23,1973,0,2,31,8
Los Angeles,2010,Brian Perk,Brian,Perk,GK,0,0,0,0,0,0,0
Los Angeles,2010,Josh Saunders,Josh,Saunders,GK,1,1,90,0,0,0,0
Los Angeles,2010,Yohance Marshall,Yohance,Marshall,D,2,2,180,0,0,0,0
Los Angeles,2010,Clint Mathis,Clint,Mathis,M,9,0,182,0,0,0,0
Los Angeles,2010,Eddie Lewis,Eddie,Lewis,M,13,1,250,0,0,6,1
Los Angeles,2010,Bryan Jordan,Bryan,Jordan,M,8,2,268,0,0,1,0
Los Angeles,2010,Leonardo,Leonardo,,D,10,10,855,0,0,4,1
Los Angeles,2010,Gregg Berhalter,Gregg,Berhalter,D,16,16,1399,0,0,3,0
Los Angeles,2011,Landon Donovan,Landon,Donovan,M-F,23,21,1915,12,3,42,23
Los Angeles,2011,Chad Barrett,Chad,Barrett,F,27,20,1583,7,5,49,19
Los Angeles,2011,Mike Magee,Mike,Magee,F-M,27,20,1772,5,0,28,11
Los Angeles,2011,Sean Franklin,Sean,Franklin,D,28,25,2338,4,3,15,7
Los Angeles,2011,Juninho,Juninho,,M,30,30,2556,4,2,39,13
Los Angeles,2011,Juan Pablo Angel,Juan,Pablo Angel,F,22,17,1519,3,1,39,16
Los Angeles,2011,David Beckham,David,Beckham,M,26,25,2226,2,15,29,9
Los Angeles,2011,Robbie Keane,Robbie,Keane,F,4,3,275,2,1,5,3
Los Angeles,2011,Omar Gonzalez,Omar,Gonzalez,D,29,29,2599,2,1,18,6
Los Angeles,2011,Miguel Lopez,Miguel,Lopez,M,24,14,1165,1,3,30,8
Los Angeles,2011,Adam Cristman,Adam,Cristman,F,11,5,527,1,1,8,2
Los Angeles,2011,Jack McBean,Jack,McBean,F,1,1,90,1,0,1,1
Los Angeles,2011,Leonardo,Leonardo,,D,7,7,630,1,0,2,1
Los Angeles,2011,Chris Birchall,Chris,Birchall,M,23,17,1551,1,0,26,4
Los Angeles,2011,Todd Dunivant,Todd,Dunivant,D,32,32,2880,0,4,12,5
Los Angeles,2011,Bryan Jordan,Bryan,Jordan,M,13,5,581,0,2,0,0
Los Angeles,2011,Gregg Berhalter,Gregg,Berhalter,D,10,8,748,0,1,5,1
Los Angeles,2011,Michael Stephens,Michael,Stephens,M,25,12,1109,0,1,7,2
Los Angeles,2011,Dustin McCarty,Dustin,McCarty,M,0,0,0,0,0,0,0
Los Angeles,2011,Kyle Davies,Kyle,Davies,D,0,0,0,0,0,0,0
Los Angeles,2011,Sean Alvarado,Sean,Alvarado,D,0,0,0,0,0,0,0
Los Angeles,2011,Ryan Thomas,Ryan,Thomas,D,1,0,13,0,0,0,0
Los Angeles,2011,Brian Perk,Brian,Perk,GK,1,1,90,0,0,0,0
Los Angeles,2011,Dasan Robinson,Dasan,Robinson,D,1,1,90,0,0,2,0
Los Angeles,2011,Hector Jimenez,Hector,Jimenez,M,2,1,115,0,0,0,0
Los Angeles,2012,Robbie Keane,Robbie,Keane,F,28,28,2519,16,9,94,43
Los Angeles,2012,Landon Donovan,Landon,Donovan,M-F,26,25,2256,9,14,65,29
Los Angeles,2012,David Beckham,David,Beckham,M,24,23,1985,7,9,40,18
Los Angeles,2012,Juninho,Juninho,,M,32,30,2666,7,4,52,20
Los Angeles,2012,Mike Magee,Mike,Magee,F-M,29,24,2078,5,4,56,22
Los Angeles,2012,Edson Buddle,Edson,Buddle,F,19,10,969,3,1,31,9
Los Angeles,2012,Marcelo Sarvas,Marcelo,Sarvas,M,27,22,1951,2,2,41,11
Los Angeles,2012,Todd Dunivant,Todd,Dunivant,D,29,29,2544,2,2,8,2
Los Angeles,2012,Chad Barrett,Chad,Barrett,F,18,7,677,1,3,14,2
Los Angeles,2012,Hector Jimenez,Hector,Jimenez,M,15,13,920,1,2,8,3
Los Angeles,2012,Jose Villarreal,Jose,Villarreal,M,10,0,122,1,1,3,2
Los Angeles,2012,Omar Gonzalez,Omar,Gonzalez,D,14,13,1147,1,1,10,3
Los Angeles,2012,Pat Noonan,Pat,Noonan,F,10,1,174,1,0,3,2
Los Angeles,2012,Christian Wilhelmsson,Christian,Wilhelmsson,M,5,4,303,1,0,9,2
Los Angeles,2012,Sean Franklin,Sean,Franklin,D,34,33,2937,0,5,17,4
Los Angeles,2012,Michael Stephens,Michael,Stephens,M,23,6,724,0,2,3,1
Los Angeles,2012,Adam Cristman,Adam,Cristman,F,2,1,69,0,1,2,0
Los Angeles,2012,Bryan Gaul,Bryan,Gaul,D,14,7,800,0,1,4,2
Los Angeles,2012,Brian Rowe,Brian,Rowe,GK,0,0,0,0,0,0,0
Los Angeles,2012,Leonardo,Leonardo,,D,0,0,0,0,0,0,0
Los Angeles,2012,Rafael Garcia,Rafael,Garcia,M,1,0,5,0,0,0,0
Los Angeles,2012,Jack McBean,Jack,McBean,F,1,0,8,0,0,0,0
Los Angeles,2012,Kenney Walker,Kenney,Walker,M,1,1,45,0,0,0,0
Los Angeles,2012,Paolo Cardozo,Paolo,Cardozo,M,1,1,71,0,0,2,0
Los Angeles,2012,Dan Keat,Dan,Keat,M,1,1,90,0,0,0,0
Miami,1998,Diego Serna,Diego,Serna,F,26,23,1988,11,9,77,38
Miami,1998,Dan Stebbins,Dan,Stebbins,F,24,11,1263,6,3,25,13
Miami,1998,Paulinho McLaren,Paulinho,McLaren,F,16,15,1176,5,6,30,13
Miami,1998,Marcelo Herrera,Marcelo,Herrera,M-F,17,17,1441,5,4,29,14
Miami,1998,Henry Gutierrez,Henry,Gutierrez,M,26,20,1784,5,3,34,16
Miami,1998,David Vaudreuil,David,Vaudreuil,D,20,19,1690,3,2,20,11
Miami,1998,Jerry Tamashiro,Jerry,Tamashiro,F,12,5,524,3,0,19,12
Miami,1998,Carlos Valderrama,Carlos,Valderrama,M,18,18,1542,2,12,16,8
Miami,1998,Nelson Vargas,Nelson,Vargas,M,18,7,719,2,4,14,4
Miami,1998,Leo Cullen,Leo,Cullen,M,31,30,2680,1,4,6,4
Miami,1998,Roger Thomas,Roger,Thomas,M,5,4,310,1,0,9,4
Miami,1998,Tyrone Marshall,Tyrone,Marshall,D,8,3,332,1,0,13,6
Miami,1998,Kris Kelderman,Kris,Kelderman,M,21,14,1187,0,5,15,2
Miami,1998,Pablo Mastroeni,Pablo,Mastroeni,M,23,19,1611,0,4,21,6
Miami,1998,Carlos Parra,Carlos,Parra,M,16,16,1317,0,2,9,4
Miami,1998,Matt Kmosko,Matt,Kmosko,D,27,25,2232,0,2,9,5
Miami,1998,Brian Taylor,Brian,Taylor,M,6,3,288,0,1,0,0
Miami,1998,Jason Boyce,Jason,Boyce,F,5,3,323,0,1,7,5
Miami,1998,John Maessner,John,Maessner,M-D,27,15,1575,0,1,18,6
Miami,1998,Wade Webber,Wade,Webber,D,28,28,2488,0,1,6,2
Miami,1998,Reginald Pierre-Jerome,Reginald,Pierre-Jerome,GK,0,0,0,0,0,0,0
Miami,1998,Alen Kozic,Alen,Kozic,M,2,1,57,0,0,0,0
Miami,1998,Bill Andracki,Bill,Andracki,GK,1,1,90,0,0,0,0
Miami,1998,Ramiro Corrales,Ramiro,Corrales,D,1,1,90,0,0,1,1
Miami,1998,Matt Knowles,Matt,Knowles,D,3,3,212,0,0,0,0
Miami,1999,Diego Serna,Diego,Serna,F,21,20,1862,10,2,62,26
Miami,1999,Welton,Welton,,F,20,20,1736,8,6,39,21
Miami,1999,Henry Gutierrez,Henry,Gutierrez,M,30,28,2415,6,14,53,26
Miami,1999,Tyrone Marshall,Tyrone,Marshall,D,28,25,2223,4,5,39,17
Miami,1999,Edwin Gorter,Edwin,Gorter,M,15,14,1248,3,1,31,10
Miami,1999,Jay Heaps,Jay,Heaps,D,29,28,2511,3,1,34,18
Miami,1999,Eric Wynalda,Eric,Wynalda,F,6,6,487,2,1,15,5
Miami,1999,Saul Martinez,Saul,Martinez,F,15,4,491,2,0,16,8
Miami,1999,Roberto Gaucho,Roberto,Gaucho,F,5,4,295,1,2,5,2
Miami,1999,Carlos Valderrama,Carlos,Valderrama,M,4,4,360,1,2,5,2
Miami,1999,Nelson Vargas,Nelson,Vargas,M,22,14,1171,0,6,29,16
Miami,1999,Maurizio Rocha,Maurizio,Rocha,M,11,5,555,0,3,8,3
Miami,1999,Pablo Mastroeni,Pablo,Mastroeni,M,23,23,2025,0,3,8,0
Miami,1999,Tim Sahaydak,Tim,Sahaydak,D,9,4,276,0,2,1,0
Miami,1999,Brian Kamler,Brian,Kamler,M,12,8,761,0,2,3,1
Miami,1999,Jim Rooney,Jim,Rooney,M,12,8,785,0,2,13,5
Miami,1999,Mickey Trotman,Mickey,Trotman,F,3,3,261,0,1,6,1
Miami,1999,Carlos Parra,Carlos,Parra,M,9,7,622,0,1,2,0
Miami,1999,John Maessner,John,Maessner,M-D,13,12,862,0,1,8,4
Miami,1999,Jeff Bilyk,Jeff,Bilyk,M,11,10,901,0,1,7,4
Miami,1999,Andreas Maier,Andreas,Maier,M,0,0,0,0,0,0,0
Miami,1999,Jim Welch,Jim,Welch,GK,0,0,0,0,0,0,0
Miami,1999,Tomasz Wygonik,Tomasz,Wygonik,M,0,0,0,0,0,0,0
Miami,1999,Alen Kozic,Alen,Kozic,M,4,1,116,0,0,2,0
Miami,1999,Jason Boyce,Jason,Boyce,F,4,1,153,0,0,3,2
Miami,2000,Diego Serna,Diego,Serna,F,31,25,2236,16,10,87,41
Miami,2000,Roy Lassiter,Roy,Lassiter,F,27,20,1838,8,9,54,38
Miami,2000,Jim Rooney,Jim,Rooney,M,30,27,2429,6,4,48,14
Miami,2000,Jay Heaps,Jay,Heaps,D,29,29,2627,5,6,36,15
Miami,2000,Welton,Welton,,F,26,14,1365,4,7,45,22
Miami,2000,Andy Williams,Andy,Williams,M,20,14,1297,4,4,36,16
Miami,2000,Henry Gutierrez,Henry,Gutierrez,M,27,23,1994,3,8,31,16
Miami,2000,Martin Machon,Martin,Machon,M,24,21,1952,2,16,42,16
Miami,2000,Ivan McKinley,Ivan,McKinley,D-M,10,10,897,2,0,11,3
Miami,2000,Tyrone Marshall,Tyrone,Marshall,D,23,21,1780,1,2,18,4
Miami,2000,Eric Wynalda,Eric,Wynalda,F,6,5,484,1,1,12,3
Miami,2000,Kyle Beckerman,Kyle,Beckerman,M,2,1,110,1,0,2,1
Miami,2000,Nelson Vargas,Nelson,Vargas,M,14,10,893,0,3,19,8
Miami,2000,Brian Kamler,Brian,Kamler,M,28,20,1977,0,3,18,5
Miami,2000,Nick Rimando,Nick,Rimando,GK,22,22,2002,0,2,0,0
Miami,2000,Jeff Bilyk,Jeff,Bilyk,M,9,7,613,0,1,2,0
Miami,2000,Leo Cullen,Leo,Cullen,M,22,22,1944,0,1,3,0
Miami,2000,Pablo Mastroeni,Pablo,Mastroeni,M,29,29,2661,0,1,5,2
Miami,2000,Keith Beach,Keith,Beach,M,1,0,8,0,0,0,0
Miami,2000,Maurizio Rocha,Maurizio,Rocha,M,2,1,91,0,0,1,1
Miami,2000,Jeremy Aldrich,Jeremy,Aldrich,D,4,1,154,0,0,1,0
Miami,2000,Garth Lagerwey,Garth,Lagerwey,GK,2,1,167,0,0,0,0
Miami,2000,Tim Sahaydak,Tim,Sahaydak,D,9,7,709,0,0,4,1
Miami,2000,Jeff Cassar,Jeff,Cassar,GK,9,9,773,0,0,0,0
Miami,2000,Francis Okaroh,Francis,Okaroh,D,13,13,1191,0,0,2,0
Miami,2001,Alex Pineda Chacon,Alex,Pineda Chacon,M,25,23,2055,19,9,63,36
Miami,2001,Diego Serna,Diego,Serna,F,22,22,1978,15,15,90,37
Miami,2001,Preki,Preki,,M,24,24,2139,8,14,80,40
Miami,2001,Jim Rooney,Jim,Rooney,M,25,25,2294,6,9,40,23
Miami,2001,Chris Henderson,Chris,Henderson,M,25,25,2184,3,8,41,17
Miami,2001,Tyrone Marshall,Tyrone,Marshall,D,23,20,1831,3,2,15,6
Miami,2001,Pablo Mastroeni,Pablo,Mastroeni,M,25,25,2290,2,2,2,2
Miami,2001,Ian Bishop,Ian,Bishop,M,23,23,2115,0,13,14,6
Miami,2001,Lazo Alavanja,Lazo,Alavanja,M,16,11,896,0,3,7,3
Miami,2001,Ian Woan,Ian,Woan,M,1,0,66,0,2,2,2
Miami,2001,Greg Simmonds,Greg,Simmonds,F,9,5,415,0,2,14,4
Miami,2001,Ivan McKinley,Ivan,McKinley,D-M,19,17,1250,0,2,8,1
Miami,2001,Nick Rimando,Nick,Rimando,GK,25,25,2300,0,2,0,0
Miami,2001,Shaker Asad,Shaker,Asad,M,1,0,8,0,1,0,0
Miami,2001,Johnny Torres,Johnny,Torres,F,2,0,31,0,1,0,0
Miami,2001,Leo Cullen,Leo,Cullen,M,10,5,509,0,1,2,0
Miami,2001,Jeff Bilyk,Jeff,Bilyk,M,15,5,535,0,1,0,0
Miami,2001,Brian Dunseth,Brian,Dunseth,D,10,4,540,0,1,0,0
Miami,2001,Jay Heaps,Jay,Heaps,D,13,4,606,0,1,13,4
Miami,2001,Ali Ngon,Ali,Ngon,F,0,0,0,0,0,0,0
Miami,2001,Antonio Otero,Antonio,Otero,M,0,0,0,0,0,0,0
Miami,2001,David Winner,David,Winner,GK,0,0,0,0,0,0,0
Miami,2001,Randy Merkel,Randy,Merkel,D,1,0,6,0,0,0,0
Miami,2001,Kyle Beckerman,Kyle,Beckerman,M,1,0,14,0,0,0,0
Miami,2001,Judah Cooks,Judah,Cooks,M,1,0,15,0,0,0,0
Montreal,2012,Patrice Bernier,Patrice,Bernier,M,27,25,2194,9,8,32,15
Montreal,2012,Sanna Nyassi,Sanna,Nyassi,M,28,17,1716,6,3,58,31
Montreal,2012,Marco Di Vaio,Marco,Di Vaio,F,17,16,1366,5,3,49,15
Montreal,2012,Felipe Martins,Felipe,Martins,M,30,30,2652,4,10,59,23
Montreal,2012,Davy Arnaud,Davy,Arnaud,M,33,31,2765,4,3,40,13
Montreal,2012,Bernardo Corradi,Bernardo,Corradi,F,11,7,619,4,1,13,7
Montreal,2012,Andrew Wenger,Andrew,Wenger,F,23,7,823,4,0,20,9
Montreal,2012,Justin Mapp,Justin,Mapp,M,27,21,1641,2,5,34,14
Montreal,2012,Lamar Neagle,Lamar,Neagle,M,23,11,1086,2,2,23,5
Montreal,2012,Sinisa Ubiparipovic,Sinisa,Ubiparipovic,F-M,12,3,325,2,0,5,2
Montreal,2012,Hassoun Camara,Hassoun,Camara,D,20,19,1663,1,2,15,4
Montreal,2012,Zarek Valentin,Zarek,Valentin,D,15,14,1161,1,1,2,1
Montreal,2012,Dennis Iapichino,Dennis,Iapichino,D,7,5,438,0,1,2,0
Montreal,2012,Justin Braun,Justin,Braun,F,12,5,494,0,1,11,4
Montreal,2012,Nelson Rivas,Nelson,Rivas,D,11,11,858,0,1,8,1
Montreal,2012,Jeb Brovsky,Jeb,Brovsky,M,28,25,2233,0,1,10,3
