Team,Year,Player,FirstName,LastName,Position,GP,GS,Min,G,A,Shts,SOG
San Jose,1999,J.J. Wozniak,J.J.,Wozniak,GK,0,0,0,0,0,0,0
San Jose,1999,Mark Baena,Mark,Baena,F,0,0,0,0,0,0,0
San Jose,1999,Maxi Viera,Maxi,Viera,M,0,0,0,0,0,0,0
San Jose,2000,Abdul Thompson Conteh,Abdul,Thompson Conteh,F,31,27,2356,8,3,71,41
San Jose,2000,Dario Brose,Dario,Brose,M,28,21,2088,5,4,63,27
San Jose,2000,Wojtek Krakowiak,Wojtek,Krakowiak,M,24,11,1282,5,0,21,11
San Jose,2000,John Doyle,John,Doyle,D,20,20,1776,4,2,20,11
San Jose,2000,Ronald Cerritos,Ronald,Cerritos,F,9,9,850,4,1,30,16
San Jose,2000,Khodadad Azizi,Khodadad,Azizi,F,20,18,1548,3,4,29,16
San Jose,2000,Ian Russell,Ian,Russell,D,28,20,1917,2,3,19,8
San Jose,2000,Harut Karapetyan,Harut,Karapetyan,F,24,22,1744,2,2,41,19
San Jose,2000,Mauricio Solis,Mauricio,Solis,M,18,17,1565,2,1,24,10
San Jose,2000,Richard Mulrooney,Richard,Mulrooney,M,29,29,2646,0,9,30,15
San Jose,2000,Jamie Clark,Jamie,Clark,D,8,5,501,0,2,0,0
San Jose,2000,Mike Burns,Mike,Burns,M,18,18,1660,0,2,13,4
San Jose,2000,Jimmy Conrad,Jimmy,Conrad,D,26,25,2377,0,2,9,2
San Jose,2000,Joe Cannon,Joe,Cannon,GK,26,26,2420,0,2,0,0
San Jose,2000,Giovanni Savarese,Giovanni,Savarese,F,4,4,303,0,1,11,4
San Jose,2000,Travis Mulraine,Travis,Mulraine,M,15,7,622,0,1,5,1
San Jose,2000,Dan Calichman,Dan,Calichman,D,16,16,1442,0,1,5,2
San Jose,2000,Ryan Tinsley,Ryan,Tinsley,D,25,23,2048,0,1,2,0
San Jose,2000,Tim Weaver,Tim,Weaver,D,0,0,0,0,0,0,0
San Jose,2000,Ryan Edwards,Ryan,Edwards,F,1,0,8,0,0,0,0
San Jose,2000,Gabe Eastman,Gabe,Eastman,D,2,1,135,0,0,0,0
San Jose,2000,Wade Barrett,Wade,Barrett,D,3,2,163,0,0,1,1
San Jose,2000,Esmundo Rodriguez,Esmundo,Rodriguez,M,5,1,191,0,0,0,0
San Jose,2000,Scott Bower,Scott,Bower,M,12,5,537,0,0,10,4
San Jose,2000,Jon Conway,Jon,Conway,GK,6,6,550,0,0,0,0
San Jose,2001,Ronald Cerritos,Ronald,Cerritos,F,25,23,1954,11,6,45,30
San Jose,2001,Manny Lagos,Manny,Lagos,M,26,26,2310,8,8,65,39
San Jose,2001,Landon Donovan,Landon,Donovan,M-F,22,17,1666,7,10,46,26
San Jose,2001,Dwayne De Rosario,Dwayne,De Rosario,M,21,11,1072,5,4,46,24
San Jose,2001,Junior Agogo,Junior,Agogo,F,14,6,589,4,3,23,11
San Jose,2001,Ian Russell,Ian,Russell,D,26,26,2216,3,9,27,12
San Jose,2001,Zak Ibsen,Zak,Ibsen,M,24,24,2137,2,3,11,6
San Jose,2001,Jeff Agoos,Jeff,Agoos,D,20,20,1765,2,2,8,5
San Jose,2001,Troy Dayak,Troy,Dayak,D,25,25,2236,2,0,10,5
San Jose,2001,Richard Mulrooney,Richard,Mulrooney,M,21,20,1878,1,9,31,13
San Jose,2001,Wade Barrett,Wade,Barrett,D,24,23,2125,1,6,5,2
San Jose,2001,Ramiro Corrales,Ramiro,Corrales,D,14,11,1058,1,1,17,10
San Jose,2001,Scott Bower,Scott,Bower,M,12,3,391,0,3,5,1
San Jose,2001,Ronnie Ekelund,Ronnie,Ekelund,M,16,16,1421,0,2,20,9
San Jose,2001,Wojtek Krakowiak,Wojtek,Krakowiak,M,1,0,2,0,0,0,0
San Jose,2001,Dario Brose,Dario,Brose,M,1,0,3,0,0,0,0
San Jose,2001,Eddie Robinson,Eddie,Robinson,D,1,1,88,0,0,0,0
San Jose,2001,Chris Carrieri,Chris,Carrieri,F,5,0,89,0,0,4,0
San Jose,2001,Jon Conway,Jon,Conway,GK,1,1,90,0,0,0,0
San Jose,2001,Jimmy Conrad,Jimmy,Conrad,D,16,8,928,0,0,5,2
San Jose,2001,Joe Cannon,Joe,Cannon,GK,25,25,2306,0,0,0,0
San Jose,2002,Ariel Graziani,Ariel,Graziani,F,28,26,2289,14,5,69,39
San Jose,2002,Landon Donovan,Landon,Donovan,M-F,20,18,1681,7,3,42,23
San Jose,2002,Ronnie Ekelund,Ronnie,Ekelund,M,27,27,2347,6,8,43,20
San Jose,2002,Dwayne De Rosario,Dwayne,De Rosario,M,27,18,1637,4,8,56,29
San Jose,2002,Ramiro Corrales,Ramiro,Corrales,D,28,26,2354,3,9,38,16
San Jose,2002,Manny Lagos,Manny,Lagos,M,26,20,1683,3,4,37,16
San Jose,2002,Eddie Robinson,Eddie,Robinson,D,19,16,1427,2,1,11,5
San Jose,2002,Richard Mulrooney,Richard,Mulrooney,M,26,26,2312,1,8,22,5
San Jose,2002,Wade Barrett,Wade,Barrett,D,28,28,2555,1,6,9,5
San Jose,2002,Jimmy Conrad,Jimmy,Conrad,D,25,25,2248,1,3,13,6
San Jose,2002,Ian Russell,Ian,Russell,D,24,15,1348,0,2,14,6
San Jose,2002,Zak Ibsen,Zak,Ibsen,M,17,10,1077,0,1,4,1
San Jose,2002,Troy Dayak,Troy,Dayak,D,15,14,1235,0,1,5,2
San Jose,2002,Jon Lowery,Jon,Lowery,GK,0,0,0,0,0,0,0
San Jose,2002,Leighton O'Brien,Leighton,O'Brien,M,0,0,0,0,0,0,0
San Jose,2002,Scott Bower,Scott,Bower,M,0,0,0,0,0,0,0
San Jose,2002,Chris Roner,Chris,Roner,M,4,0,29,0,0,0,0
San Jose,2002,Luchi Gonzalez,Luchi,Gonzalez,F,8,0,47,0,0,0,0
San Jose,2002,Jon Conway,Jon,Conway,GK,3,2,181,0,0,0,0
San Jose,2002,Devin Barclay,Devin,Barclay,F,12,2,321,0,0,2,1
San Jose,2002,Jeff Agoos,Jeff,Agoos,D,12,9,839,0,0,7,3
San Jose,2002,Joe Cannon,Joe,Cannon,GK,26,26,2375,0,0,0,0
San Jose,2003,Landon Donovan,Landon,Donovan,M-F,22,21,1882,12,6,53,30
San Jose,2003,Brian Mullan,Brian,Mullan,M,30,30,2723,6,9,38,19
San Jose,2003,Brian Ching,Brian,Ching,F,15,14,1235,6,2,39,17
San Jose,2003,Dwayne De Rosario,Dwayne,De Rosario,M,11,6,684,4,3,20,8
San Jose,2003,Jamil Walker,Jamil,Walker,M-F,19,0,361,4,0,18,13
San Jose,2003,Manny Lagos,Manny,Lagos,M,27,17,1543,3,5,33,12
San Jose,2003,Chris Roner,Chris,Roner,M,23,21,1939,2,2,16,8
San Jose,2003,Jeff Agoos,Jeff,Agoos,D,28,28,2593,2,2,17,4
San Jose,2003,Todd Dunivant,Todd,Dunivant,D,30,30,2778,1,6,19,11
San Jose,2003,Ronnie Ekelund,Ronnie,Ekelund,M,22,17,1454,1,3,15,5
San Jose,2003,Ramiro Corrales,Ramiro,Corrales,D,25,24,2080,1,2,39,14
San Jose,2003,Arturo Alvarez,Arturo,Alvarez,M,15,5,651,1,1,6,2
San Jose,2003,Eddie Robinson,Eddie,Robinson,D,13,13,1121,1,1,5,3
San Jose,2003,Richard Mulrooney,Richard,Mulrooney,M,25,25,2330,0,7,24,7
San Jose,2003,Ian Russell,Ian,Russell,D,18,16,1337,0,5,14,5
San Jose,2003,Craig Waibel,Craig,Waibel,D,24,22,1991,0,2,9,4
San Jose,2003,Rodrigo Faria,Rodrigo,Faria,F,4,3,249,0,1,8,1
San Jose,2003,Johanes Maliza,Johanes,Maliza,M,0,0,0,0,0,0,0
San Jose,2003,Josh Saunders,Josh,Saunders,GK,0,0,0,0,0,0,0
San Jose,2003,Roger Levesque,Roger,Levesque,M,3,0,41,0,0,0,0
San Jose,2003,Jon Conway,Jon,Conway,GK,3,3,280,0,0,0,0
San Jose,2003,Troy Dayak,Troy,Dayak,D,9,8,784,0,0,2,0
San Jose,2003,Pat Onstad,Pat,Onstad,GK,27,27,2510,0,0,2,1
San Jose,2004,Brian Ching,Brian,Ching,F,25,21,1952,12,4,51,26
San Jose,2004,Landon Donovan,Landon,Donovan,M-F,23,22,2018,6,10,51,22
San Jose,2004,Dwayne De Rosario,Dwayne,De Rosario,M,21,12,1211,5,3,40,14
San Jose,2004,Ronnie Ekelund,Ronnie,Ekelund,M,26,24,2016,4,3,32,12
San Jose,2004,Brian Mullan,Brian,Mullan,M,28,28,2408,3,8,41,20
San Jose,2004,Ramiro Corrales,Ramiro,Corrales,D,29,28,2474,3,1,42,12
San Jose,2004,Chris Brown,Chris,Brown,M-F,11,7,558,2,1,15,5
San Jose,2004,Richard Mulrooney,Richard,Mulrooney,M,30,30,2700,1,8,28,13
San Jose,2004,Jeff Agoos,Jeff,Agoos,D,24,24,2152,1,4,15,7
San Jose,2004,Craig Waibel,Craig,Waibel,D,23,23,2005,1,1,15,7
San Jose,2004,Arturo Alvarez,Arturo,Alvarez,M,11,2,373,1,0,7,4
San Jose,2004,Troy Dayak,Troy,Dayak,D,16,15,1367,1,0,8,4
San Jose,2004,Ian Russell,Ian,Russell,D,22,12,1087,0,1,13,6
San Jose,2004,Ryan Cochrane,Ryan,Cochrane,D,18,18,1459,0,1,3,3
San Jose,2004,Chris Roner,Chris,Roner,M,0,0,0,0,0,0,0
San Jose,2004,Roger Levesque,Roger,Levesque,M,0,0,0,0,0,0,0
San Jose,2004,Steve Cronin,Steve,Cronin,GK,0,0,0,0,0,0,0
San Jose,2004,Tighe Dombrowski,Tighe,Dombrowski,M,4,0,44,0,0,0,0
San Jose,2004,Jamil Walker,Jamil,Walker,M-F,10,2,236,0,0,4,0
San Jose,2004,Jon Conway,Jon,Conway,GK,5,5,450,0,0,0,0
San Jose,2004,Eddie Robinson,Eddie,Robinson,D,8,6,458,0,0,0,0
San Jose,2004,Wes Hart,Wes,Hart,D-M,18,13,1178,0,0,1,0
San Jose,2004,Todd Dunivant,Todd,Dunivant,D,16,13,1210,0,0,7,3
San Jose,2004,Pat Onstad,Pat,Onstad,GK,25,25,2250,0,0,0,0
San Jose,2005,Dwayne De Rosario,Dwayne,De Rosario,M,28,26,2375,9,13,70,34
San Jose,2005,Alejandro Moreno,Alejandro,Moreno,F,31,24,2167,8,4,42,20
San Jose,2005,Brian Ching,Brian,Ching,F,16,11,990,7,5,25,17
San Jose,2005,Ronald Cerritos,Ronald,Cerritos,F,30,28,2308,6,9,50,29
San Jose,2005,Mark Chung,Mark,Chung,M,24,23,2053,6,7,32,16
San Jose,2005,Brian Mullan,Brian,Mullan,M,25,23,1996,3,6,22,11
San Jose,2005,Ricardo Clark,Ricardo,Clark,M,30,28,2491,3,2,31,6
San Jose,2005,Brad Davis,Brad,Davis,M,18,16,1408,2,8,23,11
San Jose,2005,Danny Califf,Danny,Califf,D,20,20,1742,2,0,9,5
San Jose,2005,Kelly Gray,Kelly,Gray,D-M,20,20,1773,1,2,10,2
San Jose,2005,Wade Barrett,Wade,Barrett,D,30,30,2664,1,2,4,2
San Jose,2005,Julian Nash,Julian,Nash,F,10,1,228,1,1,3,3
San Jose,2005,Eddie Robinson,Eddie,Robinson,D,29,29,2450,1,1,5,2
San Jose,2005,Troy Dayak,Troy,Dayak,D,7,7,551,1,0,5,1
San Jose,2005,Kevin Goldthwaite,Kevin,Goldthwaite,D,3,2,147,0,1,1,1
San Jose,2005,Craig Waibel,Craig,Waibel,D,6,6,527,0,1,1,0
San Jose,2005,Aaron Lanes,Aaron,Lanes,M,0,0,0,0,0,0,0
San Jose,2005,Brett Rodriguez,Brett,Rodriguez,D,0,0,0,0,0,0,0
San Jose,2005,James Twellman,James,Twellman,D,0,0,0,0,0,0,0
San Jose,2005,Jon Conway,Jon,Conway,GK,0,0,0,0,0,0,0
San Jose,2005,Orlando Ramirez,Orlando,Ramirez,F,0,0,0,0,0,0,0
San Jose,2005,Robby Fulton,Robby,Fulton,GK,0,0,0,0,0,0,0
San Jose,2005,Tighe Dombrowski,Tighe,Dombrowski,M,0,0,0,0,0,0,0
San Jose,2005,Chris Wondolowski,Chris,Wondolowski,F-M,2,0,5,0,0,0,0
San Jose,2005,Roger Levesque,Roger,Levesque,M,1,0,11,0,0,0,0
San Jose,2008,Darren Huckerby,Darren,Huckerby,M,14,14,1211,6,4,31,14
San Jose,2008,Ryan Johnson,Ryan,Johnson,F,28,13,1535,5,1,29,19
San Jose,2008,Ronnie O'Brien,Ronnie,O'Brien,M,28,28,2286,4,6,62,25
San Jose,2008,Arturo Alvarez,Arturo,Alvarez,M,12,11,864,3,3,18,10
San Jose,2008,Scott Sealy,Scott,Sealy,F,14,14,1168,3,3,26,14
San Jose,2008,Ramiro Corrales,Ramiro,Corrales,D,22,22,1895,2,2,29,7
San Jose,2008,Ryan Cochrane,Ryan,Cochrane,D,19,17,1535,2,1,3,2
San Jose,2008,John Cunliffe,John,Cunliffe,F,12,4,389,2,0,10,3
San Jose,2008,Shea Salinas,Shea,Salinas,M,23,2,544,2,0,12,6
San Jose,2008,Kei Kamara,Kei,Kamara,F,12,11,997,2,0,28,12
San Jose,2008,Ivan Guerrero,Ivan,Guerrero,M,14,13,1014,1,0,8,4
San Jose,2008,Ned Grabavoy,Ned,Grabavoy,M,24,21,1709,0,4,14,2
San Jose,2008,Francisco Lima,Francisco,Lima,M,14,13,1183,0,2,8,2
San Jose,2008,James Riley,James,Riley,D-F,24,23,2055,0,2,7,4
San Jose,2008,Nick Garcia,Nick,Garcia,D,24,24,2151,0,2,0,0
San Jose,2008,Eric Denton,Eric,Denton,D,26,26,2209,0,2,3,1
San Jose,2008,Jason Hernandez,Jason,Hernandez,D,28,28,2451,0,1,5,1
San Jose,2008,Adam Sloustcher,Adam,Sloustcher,D,0,0,0,0,0,0,0
San Jose,2008,Amir Lowery,Amir,Lowery,M,0,0,0,0,0,0,0
San Jose,2008,Dan Benton,Dan,Benton,GK,0,0,0,0,0,0,0
San Jose,2008,Greg Curry,Greg,Curry,D,0,0,0,0,0,0,0
San Jose,2008,Jay Ayres,Jay,Ayres,D,0,0,0,0,0,0,0
San Jose,2008,Matt Hatzke,Matt,Hatzke,M,0,0,0,0,0,0,0
San Jose,2008,Michael Ghebru,Michael,Ghebru,F,0,0,0,0,0,0,0
San Jose,2008,Michael Gustavson,Michael,Gustavson,GK,0,0,0,0,0,0,0
San Jose,2009,Ryan Johnson,Ryan,Johnson,F,30,27,2241,11,2,59,35
San Jose,2009,Arturo Alvarez,Arturo,Alvarez,M,23,20,1848,5,2,53,22
San Jose,2009,Cornell Glen,Cornell,Glen,F,12,6,481,4,1,22,14
San Jose,2009,Darren Huckerby,Darren,Huckerby,M,14,13,1058,3,2,18,10
San Jose,2009,Chris Wondolowski,Chris,Wondolowski,F-M,14,8,854,3,1,23,11
San Jose,2009,Pablo Campos,Pablo,Campos,F,14,9,611,2,2,11,8
San Jose,2009,Ramon Sanchez,Ramon,Sanchez,M,10,10,895,2,1,8,4
San Jose,2009,Cam Weaver,Cam,Weaver,F,9,5,475,1,2,8,3
San Jose,2009,Quincy Amarikwa,Quincy,Amarikwa,F,24,1,602,1,2,11,3
San Jose,2009,Bobby Convey,Bobby,Convey,M,26,25,2200,1,2,17,4
San Jose,2009,Brandon McDonald,Brandon,McDonald,M,18,18,1579,1,1,8,4
San Jose,2009,Chris Leitch,Chris,Leitch,D,29,29,2537,0,7,4,3
San Jose,2009,Shea Salinas,Shea,Salinas,M,23,13,1306,0,5,19,5
San Jose,2009,Ramiro Corrales,Ramiro,Corrales,D,24,24,2066,0,3,15,5
San Jose,2009,Michael Zaher,Michael,Zaher,D,10,8,757,0,2,1,1
San Jose,2009,Eric Denton,Eric,Denton,D,11,9,803,0,1,2,1
San Jose,2009,Fabio da Silva,Fabio,da Silva,D,0,0,0,0,0,0,0
San Jose,2009,Jamil Roberts,Jamil,Roberts,D,0,0,0,0,0,0,0
San Jose,2009,Mike Graczyk,Mike,Graczyk,GK,0,0,0,0,0,0,0
San Jose,2009,Davide Somma,Davide,Somma,F,1,0,4,0,0,1,0
San Jose,2009,Andrew Weber,Andrew,Weber,GK,2,2,180,0,0,0,0
San Jose,2009,Ryan Cochrane,Ryan,Cochrane,D,2,2,180,0,0,0,0
San Jose,2009,Andre Luiz,Andre,Luiz,M,7,7,488,0,0,4,1
San Jose,2009,Antonio Ribeiro,Antonio,Ribeiro,M,7,7,509,0,0,9,2
San Jose,2009,Bobby Burling,Bobby,Burling,D,7,6,562,0,0,2,1
San Jose,2010,Chris Wondolowski,Chris,Wondolowski,F-M,28,26,2308,18,1,68,36
San Jose,2010,Arturo Alvarez,Arturo,Alvarez,M,19,11,1210,3,1,26,12
San Jose,2010,Ike Opara,Ike,Opara,D,11,10,914,3,0,10,5
San Jose,2010,Bobby Convey,Bobby,Convey,M,28,28,2472,1,10,18,9
San Jose,2010,Ryan Johnson,Ryan,Johnson,F,27,19,1706,1,8,37,18
San Jose,2010,Geovanni,Geovanni,,F,12,8,777,1,3,25,13
San Jose,2010,Ramiro Corrales,Ramiro,Corrales,D,20,18,1677,1,2,12,4
San Jose,2010,Brandon McDonald,Brandon,McDonald,M,29,28,2429,1,2,19,4
San Jose,2010,Khari Stephenson,Khari,Stephenson,M,11,11,776,1,1,18,6
San Jose,2010,Joey Gjertsen,Joey,Gjertsen,M,18,16,1220,1,1,12,5
San Jose,2010,Bobby Burling,Bobby,Burling,D,18,16,1410,1,1,9,3
San Jose,2010,Steven Beitashour,Steven,Beitashour,D,8,7,640,1,0,4,3
San Jose,2010,Cornell Glen,Cornell,Glen,F,21,10,947,1,0,32,10
San Jose,2010,Eduardo,Eduardo,,F,8,2,303,0,1,6,1
San Jose,2010,Scott Sealy,Scott,Sealy,F,15,5,520,0,1,7,2
San Jose,2010,Andre Luiz,Andre,Luiz,M,9,9,701,0,1,4,2
San Jose,2010,Tim Ward,Tim,Ward,D,13,12,1103,0,1,2,0
San Jose,2010,Jason Hernandez,Jason,Hernandez,D,27,27,2412,0,1,0,0
San Jose,2010,Andrew Weber,Andrew,Weber,GK,0,0,0,0,0,0,0
San Jose,2010,Quincy Amarikwa,Quincy,Amarikwa,F,1,0,7,0,0,0,0
San Jose,2010,Justin Morrow,Justin,Morrow,D,3,0,59,0,0,1,0
San Jose,2010,Javier Robles,Javier,Robles,M,2,1,61,0,0,2,2
San Jose,2010,Omar Jasseh,Omar,Jasseh,M,4,0,76,0,0,2,1
San Jose,2010,Ramon Sanchez,Ramon,Sanchez,M,3,1,83,0,0,1,1
San Jose,2010,Brad Ring,Brad,Ring,M,11,4,435,0,0,7,1
San Jose,2011,Chris Wondolowski,Chris,Wondolowski,F-M,30,30,2672,16,3,109,52
San Jose,2011,Simon Dawkins,Simon,Dawkins,M,26,19,1773,6,2,63,20
San Jose,2011,Khari Stephenson,Khari,Stephenson,M,31,27,2256,5,4,78,26
San Jose,2011,Steven Lenhart,Steven,Lenhart,F,14,13,1163,5,3,34,14
San Jose,2011,Ramiro Corrales,Ramiro,Corrales,D,29,29,2552,2,2,29,4
San Jose,2011,Joey Gjertsen,Joey,Gjertsen,M,18,13,977,1,3,21,6
San Jose,2011,Rafael Baca,Rafael,Baca,M,15,11,1046,1,3,12,4
San Jose,2011,Bobby Convey,Bobby,Convey,M,21,19,1766,1,2,17,4
San Jose,2011,Alan Gordon,Alan,Gordon,F,2,1,107,1,0,2,2
San Jose,2011,Ellis McLoughlin,Ellis,McLoughlin,F,10,0,167,1,0,7,2
San Jose,2011,Brandon McDonald,Brandon,McDonald,M,11,8,695,1,0,1,1
San Jose,2011,Steven Beitashour,Steven,Beitashour,D,19,19,1655,0,7,4,2
San Jose,2011,Jacob Peterson,Jacob,Peterson,M,9,5,436,0,2,1,0
San Jose,2011,Anthony Ampaipitakwong,Anthony,Ampaipitakwong,M,12,5,546,0,2,4,2
San Jose,2011,Ryan Johnson,Ryan,Johnson,F,14,12,1087,0,2,20,5
San Jose,2011,Sam Cronin,Sam,Cronin,M,27,22,1903,0,2,21,2
San Jose,2011,David Bingham,David,Bingham,GK,1,1,90,0,1,0,0
San Jose,2011,Chris Leitch,Chris,Leitch,D,14,12,1115,0,1,1,1
San Jose,2011,Brad Ring,Brad,Ring,M,21,17,1600,0,1,11,2
San Jose,2011,Bobby Burling,Bobby,Burling,D,23,23,2041,0,1,11,2
San Jose,2011,Andre Luiz,Andre,Luiz,M,0,0,0,0,0,0,0
San Jose,2011,Andrew Weber,Andrew,Weber,GK,0,0,0,0,0,0,0
San Jose,2011,Omar Jasseh,Omar,Jasseh,M,1,0,13,0,0,0,0
San Jose,2011,Edmundo Zura,Edmundo,Zura,F,1,0,19,0,0,1,0
San Jose,2011,Maxwell Griffin,Maxwell,Griffin,F,4,0,46,0,0,0,0
San Jose,2012,Chris Wondolowski,Chris,Wondolowski,F-M,32,31,2813,27,7,127,55
San Jose,2012,Alan Gordon,Alan,Gordon,F,23,13,1297,13,7,43,25
San Jose,2012,Steven Lenhart,Steven,Lenhart,F,26,18,1623,10,2,64,33
San Jose,2012,Simon Dawkins,Simon,Dawkins,M,27,21,1847,8,1,65,24
San Jose,2012,Marvin Chavez,Marvin,Chavez,M,27,23,1910,3,13,42,14
San Jose,2012,Ramiro Corrales,Ramiro,Corrales,D,22,19,1667,2,7,20,6
San Jose,2012,Khari Stephenson,Khari,Stephenson,M,27,10,1052,2,3,31,10
San Jose,2012,Victor Bernardez,Victor,Bernardez,D,24,24,2088,2,1,19,4
San Jose,2012,Shea Salinas,Shea,Salinas,M,19,11,1099,1,7,17,5
San Jose,2012,Sam Cronin,Sam,Cronin,M,31,30,2578,1,6,25,3
San Jose,2012,Rafael Baca,Rafael,Baca,M,33,31,2551,1,4,24,7
San Jose,2012,Justin Morrow,Justin,Morrow,D,33,33,2970,1,4,6,2
San Jose,2012,Steven Beitashour,Steven,Beitashour,D,33,33,2955,0,6,11,2
San Jose,2012,Tressor Moreno,Tressor,Moreno,M,12,6,557,0,3,3,0
San Jose,2012,Sam Garza,Sam,Garza,F,6,0,102,0,1,4,0
San Jose,2012,Jason Hernandez,Jason,Hernandez,D,25,23,2090,0,1,3,0
San Jose,2012,Anthony Ampaipitakwong,Anthony,Ampaipitakwong,M,0,0,0,0,0,0,0
San Jose,2012,Ellis McLoughlin,Ellis,McLoughlin,F,0,0,0,0,0,0,0
San Jose,2012,Evan Newton,Evan,Newton,GK,0,0,0,0,0,0,0
San Jose,2012,Jacob Hustedt,Jacob,Hustedt,M,0,0,0,0,0,0,0
San Jose,2012,Joey Gjertsen,Joey,Gjertsen,M,0,0,0,0,0,0,0
San Jose,2012,Josh Suggs,Josh,Suggs,D,0,0,0,0,0,0,0
San Jose,2012,Marcus Tracy,Marcus,Tracy,F,0,0,0,0,0,0,0
San Jose,2012,Tim Ward,Tim,Ward,D,0,0,0,0,0,0,0
San Jose,2012,Jean-Marc Alexandre,Jean-Marc,Alexandre,F,2,0,8,0,0,0,0
Seattle,2009,Fredy Montero,Fredy,Montero,F,27,27,2217,12,7,86,32
Seattle,2009,Nate Jaqua,Nate,Jaqua,F,28,27,2278,9,7,47,16
Seattle,2009,Steve Zakuani,Steve,Zakuani,M,29,24,1993,4,4,46,21
Seattle,2009,Brad Evans,Brad,Evans,M,27,25,2294,3,2,19,8
Seattle,2009,Freddie Ljungberg,Freddie,Ljungberg,M-F,22,21,1836,2,9,27,14
Seattle,2009,Tyrone Marshall,Tyrone,Marshall,D,26,25,2166,2,2,10,4
Seattle,2009,Roger Levesque,Roger,Levesque,M,14,2,260,2,0,7,4
Seattle,2009,Sebastien Le Toux,Sebastien,Le Toux,F,28,15,1457,1,3,27,12
Seattle,2009,Osvaldo Alonso,Osvaldo,Alonso,M,27,26,2207,1,3,22,7
Seattle,2009,Patrick Ianni,Patrick,Ianni,D-M,17,10,1102,1,2,7,2
Seattle,2009,Jhon Kennedy Hurtado,Jhon,Kennedy Hurtado,D,27,26,2334,1,1,7,2
Seattle,2009,James Riley,James,Riley,D-F,28,27,2334,0,4,2,2
Seattle,2009,Peter Vagenas,Peter,Vagenas,M,14,9,740,0,2,3,0
Seattle,2009,Evan Brown,Evan,Brown,D,0,0,0,0,0,0,0
Seattle,2009,Kevin Forrest,Kevin,Forrest,F,0,0,0,0,0,0,0
Seattle,2009,Lamar Neagle,Lamar,Neagle,M,0,0,0,0,0,0,0
Seattle,2009,Taylor Graham,Taylor,Graham,D,0,0,0,0,0,0,0
Seattle,2009,Terry Boss,Terry,Boss,GK,0,0,0,0,0,0,0
Seattle,2009,Ben Dragavon,Ben,Dragavon,GK,1,0,61,0,0,0,0
Seattle,2009,Chris Eylander,Chris,Eylander,GK,1,1,90,0,0,0,0
Seattle,2009,Sanna Nyassi,Sanna,Nyassi,M,14,2,305,0,0,6,1
Seattle,2009,Stephen King,Stephen,King,M,10,3,433,0,0,3,0
Seattle,2009,Nathan Sturgis,Nathan,Sturgis,M,9,5,440,0,0,1,1
Seattle,2009,Zach Scott,Zach,Scott,D,9,6,492,0,0,1,0
Seattle,2009,Tyson Wahl,Tyson,Wahl,D,12,9,893,0,0,1,0
Seattle,2010,Fredy Montero,Fredy,Montero,F,29,27,2353,10,10,91,34
Seattle,2010,Steve Zakuani,Steve,Zakuani,M,29,27,2285,10,6,41,21
Seattle,2010,Blaise Nkufo,Blaise,Nkufo,F,11,11,931,5,0,15,11
Seattle,2010,Sanna Nyassi,Sanna,Nyassi,M,24,14,1241,2,3,29,12
Seattle,2010,Alvaro Fernandez,Alvaro,Fernandez,M,12,4,475,2,1,4,3
Seattle,2010,Brad Evans,Brad,Evans,M,12,11,965,1,3,18,8
Seattle,2010,Osvaldo Alonso,Osvaldo,Alonso,M,23,21,1874,1,3,30,9
Seattle,2010,James Riley,James,Riley,D-F,27,27,2418,1,3,8,2
Seattle,2010,Nathan Sturgis,Nathan,Sturgis,M,20,16,1483,1,2,12,4
Seattle,2010,Pat Noonan,Pat,Noonan,F,12,8,682,1,1,11,3
Seattle,2010,Tyrone Marshall,Tyrone,Marshall,D,20,14,1419,1,1,4,3
Seattle,2010,Leo Gonzalez,Leo,Gonzalez,D,27,27,2347,1,1,5,2
Seattle,2010,Mike Fucito,Mike,Fucito,F,4,0,47,1,0,3,1
Seattle,2010,Roger Levesque,Roger,Levesque,M,16,5,510,1,0,8,5
Seattle,2010,Nate Jaqua,Nate,Jaqua,F,15,3,409,0,3,9,5
Seattle,2010,Freddie Ljungberg,Freddie,Ljungberg,M-F,15,14,1232,0,3,21,6
Seattle,2010,Tyson Wahl,Tyson,Wahl,D,4,2,241,0,1,1,0
Seattle,2010,Mike Seamon,Mike,Seamon,M-F,8,3,314,0,1,6,2
Seattle,2010,Jeff Parke,Jeff,Parke,D,20,20,1682,0,1,6,0
Seattle,2010,Kasey Keller,Kasey,Keller,GK,30,30,2655,0,1,0,0
Seattle,2010,Stephen King,Stephen,King,M,0,0,0,0,0,0,0
Seattle,2010,Taylor Graham,Taylor,Graham,D,1,0,1,0,0,0,0
Seattle,2010,Terry Boss,Terry,Boss,GK,1,0,45,0,0,0,0
Seattle,2010,David Estrada,David,Estrada,M-F,3,1,88,0,0,1,1
Seattle,2010,Miguel Montano,Miguel,Montano,M,6,1,161,0,0,4,0
Seattle,2011,Fredy Montero,Fredy,Montero,F,30,27,2304,12,9,108,42
Seattle,2011,Alvaro Fernandez,Alvaro,Fernandez,M,29,23,1849,9,0,42,21
Seattle,2011,Mauro Rosales,Mauro,Rosales,M,26,22,1870,5,13,18,9
Seattle,2011,Brad Evans,Brad,Evans,M,20,17,1509,5,5,32,9
Seattle,2011,Lamar Neagle,Lamar,Neagle,M,23,9,1008,5,2,32,12
